hrs,year,getahead,class,health,sex,educ,racehisp
30,2014,Hard work,Working class,Excellent,Female,15,White
,2014,Hard work,Middle class,Good,Female,18,Hispanic
50,2014,Both equally,Middle class,Excellent,Female,18,White
40,2014,Hard work,Working class,Good,Male,14,White
50,2014,Both equally,Middle class,Good,Female,18,White
,2014,Hard work,Upper class,Good,Female,14,White
89,2014,Hard work,Upper class,Good,Female,12,Hispanic
40,2014,Hard work,Middle class,Good,Male,15,Hispanic
33,2014,Hard work,Working class,Good,Male,14,Hispanic
,2014,Both equally,Middle class,Good,Female,16,White
40,2014,Luck or help,Working class,Excellent,Male,14,White
,2014,Hard work,Lower class,Excellent,Female,8,Hispanic
45,2014,Hard work,Middle class,Excellent,Female,19,Hispanic
,2014,Hard work,Working class,Good,Male,15,White
40,2014,Hard work,Working class,Fair,Female,12,Hispanic
50,2014,Hard work,Middle class,Excellent,Female,18,White
50,2014,Luck or help,Working class,Good,Female,17,Hispanic
45,2014,Hard work,Working class,Fair,Male,15,Hispanic
,2014,Hard work,Lower class,Fair,Female,12,White
,2014,Hard work,Working class,Poor,Female,20,Hispanic
40,2014,Hard work,Lower class,Fair,Female,12,White
,2014,Hard work,Middle class,Fair,Female,9,Hispanic
40,2014,Hard work,Middle class,Good,Female,16,Hispanic
35,2014,Both equally,Middle class,Excellent,Male,16,White
36,2014,Luck or help,Working class,Excellent,Male,16,Hispanic
40,2014,Both equally,Working class,Good,Male,12,Black
50,2014,Both equally,Middle class,Excellent,Female,14,White
35,2014,Hard work,Working class,Good,Female,14,White
35,2014,Hard work,Middle class,Good,Female,14,White
35,2014,Hard work,Working class,Good,Female,13,Black
50,2014,Hard work,Middle class,Excellent,Male,17,White
49,2014,Hard work,Working class,Excellent,Male,12,White
40,2014,Both equally,Working class,Fair,Male,9,Black
34,2014,Both equally,Working class,Fair,Male,10,White
57,2014,Hard work,Working class,Good,Female,8,Hispanic
20,2014,Hard work,Working class,Fair,Male,14,White
44,2014,Hard work,Working class,Good,Male,12,Black
,2014,Luck or help,Working class,Excellent,Male,15,White
50,2014,Hard work,Lower class,Poor,Male,13,Hispanic
,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Lower class,Fair,Female,13,White
30,2014,Hard work,Middle class,Excellent,Female,12,Hispanic
50,2014,Hard work,Middle class,Excellent,Male,11,Hispanic
,2014,Hard work,Lower class,Good,Male,13,Hispanic
,2014,Luck or help,Working class,Fair,Female,6,Hispanic
52,2014,Hard work,Middle class,Excellent,Male,12,Hispanic
70,2014,Both equally,Middle class,Excellent,Male,14,Hispanic
40,2014,Both equally,Middle class,Fair,Male,6,Hispanic
,2014,Hard work,Lower class,Poor,Female,12,Hispanic
,2014,Both equally,Working class,Fair,Male,14,Hispanic
,2014,Both equally,Middle class,Good,Female,16,White
,2014,Hard work,Middle class,Good,Female,14,White
20,2014,Hard work,Working class,Fair,Male,15,Hispanic
,2014,Hard work,Middle class,Good,Male,16,White
40,2014,Hard work,Working class,Good,Female,14,White
40,2014,Both equally,Working class,Good,Female,14,Black
40,2014,Hard work,Middle class,Excellent,Male,13,Hispanic
26,2014,Hard work,,Good,Female,12,Hispanic
,2014,Hard work,Lower class,Fair,Male,12,Other
22,2014,Luck or help,Lower class,Good,Male,18,Hispanic
,2014,Luck or help,Working class,Poor,Male,4,Other
,2014,Both equally,Middle class,Poor,Female,8,Hispanic
,2014,Hard work,Middle class,Fair,Female,12,Hispanic
,2014,Hard work,Working class,Excellent,Male,16,Black
,2014,Hard work,Lower class,Good,Male,11,Hispanic
25,2014,Hard work,Working class,Fair,Female,18,Hispanic
,2014,Both equally,Lower class,Good,Female,6,Hispanic
,2014,Luck or help,Middle class,Poor,Male,13,Other
40,2014,Hard work,Working class,Good,Female,11,White
60,2014,Hard work,Working class,Excellent,Male,13,Hispanic
,2014,Both equally,Working class,Fair,Female,11,White
35,2014,Hard work,Middle class,Excellent,Male,20,White
,2014,Hard work,Middle class,Good,Male,17,White
,2014,Both equally,,Good,Female,9,White
,2014,Hard work,Middle class,Good,Female,9,White
40,2014,Hard work,Middle class,Poor,Male,12,White
20,2014,Hard work,Middle class,Good,Female,16,Other
40,2014,Hard work,Working class,Good,Female,14,Hispanic
40,2014,Hard work,Working class,Fair,Male,12,White
,2014,Both equally,Middle class,Good,Female,14,White
60,2014,Both equally,Middle class,Excellent,Female,14,White
,2014,Both equally,Middle class,Good,Female,17,White
30,2014,Hard work,Middle class,Good,Female,16,White
40,2014,Both equally,Working class,Good,Male,12,White
40,2014,Hard work,Working class,Fair,Female,14,White
,2014,Hard work,Lower class,Good,Male,16,Other
,2014,Hard work,Working class,Good,Male,13,White
,2014,Both equally,Working class,Excellent,Female,15,White
50,2014,Hard work,Middle class,Excellent,Male,16,White
,2014,Hard work,Lower class,Poor,Male,8,White
30,2014,Hard work,Middle class,Fair,Male,15,White
,2014,Hard work,Lower class,Good,Male,12,White
42,2014,Both equally,Working class,Excellent,Female,14,White
,2014,Hard work,Middle class,Poor,Male,12,White
20,2014,Hard work,Middle class,Good,Female,12,White
40,2014,Hard work,Working class,Good,Female,12,White
38,2014,Both equally,Working class,Good,Male,16,White
52,2014,Hard work,Working class,Excellent,Female,16,Hispanic
50,2014,Both equally,Middle class,Good,Male,14,White
,2014,Luck or help,Lower class,Fair,Male,15,Hispanic
40,2014,Hard work,Working class,Good,Female,16,White
,2014,Luck or help,Middle class,Excellent,Male,18,White
40,2014,Both equally,Middle class,Good,Male,20,White
,2014,Hard work,Working class,Excellent,Male,14,White
,2014,Both equally,Middle class,Good,Male,18,White
73,2014,Hard work,Working class,Excellent,Female,15,White
38,2014,Hard work,Middle class,Excellent,Male,12,White
50,2014,Both equally,Middle class,Excellent,Male,16,White
53,2014,Hard work,Working class,Excellent,Male,14,Hispanic
40,2014,Hard work,Working class,Good,Male,14,Other
40,2014,Luck or help,Middle class,Fair,Male,16,Hispanic
50,2014,Luck or help,Middle class,Good,Male,14,White
48,2014,Luck or help,Working class,Good,Male,16,White
,2014,Hard work,Working class,Good,Male,14,White
,2014,Both equally,Working class,Good,Female,12,White
40,2014,Hard work,Working class,Good,Male,12,Hispanic
50,2014,Hard work,Working class,Fair,Male,16,White
,2014,Luck or help,Lower class,Poor,Male,12,White
,2014,Hard work,Middle class,Good,Female,14,White
,2014,Hard work,Working class,Good,Male,12,White
30,2014,Hard work,Middle class,Good,Female,16,White
60,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Middle class,Excellent,Female,18,White
,2014,Hard work,Middle class,Fair,Female,3,White
,2014,Hard work,Lower class,Excellent,Male,10,White
,2014,Hard work,Middle class,Fair,Female,11,Hispanic
,2014,Hard work,Lower class,Fair,Male,9,White
12,2014,Hard work,Working class,Excellent,Female,13,White
40,2014,Both equally,Lower class,Excellent,Female,18,White
40,2014,Hard work,Working class,Excellent,Female,11,White
40,2014,Hard work,Working class,Excellent,Male,14,Black
40,2014,Hard work,Working class,Fair,Female,11,White
40,2014,Hard work,Middle class,Good,Female,12,White
70,2014,Hard work,Middle class,Good,Female,20,Hispanic
,2014,Hard work,Middle class,Good,Female,15,White
70,2014,Hard work,Working class,Excellent,Male,9,Hispanic
40,2014,Hard work,Working class,Excellent,Male,16,White
40,2014,Hard work,Middle class,Good,Female,15,White
,2014,Hard work,Working class,Fair,Female,12,White
40,2014,Luck or help,Middle class,Good,Male,18,Black
24,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Middle class,Good,Male,15,White
40,2014,Hard work,Working class,Poor,Female,13,White
,2014,Luck or help,Middle class,Good,Male,12,Black
48,2014,Luck or help,Working class,Good,Male,14,Hispanic
35,2014,Hard work,Lower class,Poor,Female,13,White
,2014,Both equally,Working class,Good,Male,12,White
50,2014,Hard work,Working class,Excellent,Male,16,White
,2014,Both equally,Working class,Poor,Female,13,White
10,2014,Hard work,Middle class,Good,Male,20,White
15,2014,Both equally,Middle class,Good,Female,14,White
42,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Working class,Fair,Male,11,White
,2014,Hard work,Middle class,Good,Male,12,White
,2014,Luck or help,Working class,Good,Female,15,White
,2014,Hard work,Middle class,Fair,Female,11,White
60,2014,Hard work,Working class,Fair,Male,9,White
,2014,Hard work,Working class,Good,Male,12,White
5,2014,Hard work,Working class,Excellent,Female,12,White
32,2014,Hard work,Working class,Fair,Female,10,White
,2014,Hard work,Lower class,Excellent,Male,12,White
40,2014,Hard work,Working class,Good,Male,8,Hispanic
60,2014,Hard work,Middle class,Good,Male,16,White
,2014,Both equally,Upper class,Good,Male,16,White
40,2014,Hard work,Middle class,Good,Male,16,White
25,2014,Hard work,Working class,Good,Female,16,White
32,2014,Hard work,Middle class,Good,Female,20,White
,2014,Hard work,Working class,Fair,Male,12,White
,2014,Hard work,Middle class,Good,Male,16,White
,2014,Both equally,Working class,Excellent,Male,12,Hispanic
,2014,Hard work,Working class,Excellent,Female,12,Black
20,2014,Hard work,Middle class,Good,Male,12,White
52,2014,Both equally,Middle class,Good,Female,12,White
,2014,Hard work,Middle class,Fair,Female,12,White
36,2014,Hard work,Working class,Fair,Female,13,Black
,2014,Hard work,Working class,Good,Male,12,White
30,2014,Both equally,Working class,Good,Female,12,Hispanic
,2014,Hard work,Lower class,Poor,Male,11,White
50,2014,Hard work,Middle class,Excellent,Male,20,White
52,2014,Hard work,Working class,Good,Female,14,White
,2014,Hard work,Middle class,Excellent,Female,15,White
60,2014,Hard work,Working class,Fair,Male,16,White
,2014,Hard work,Lower class,Poor,Female,16,White
,2014,Hard work,Middle class,Good,Male,18,White
,2014,Hard work,Lower class,Good,Female,12,White
,2014,Hard work,Working class,Excellent,Female,11,White
15,2014,Luck or help,Working class,Good,Female,12,White
,2014,Both equally,Working class,Fair,Male,10,White
,2014,Hard work,Working class,Good,Female,12,White
40,2014,Both equally,Working class,Good,Female,16,White
70,2014,Hard work,Working class,Good,Male,12,White
45,2014,Hard work,Middle class,Excellent,Male,13,White
89,2014,Hard work,Middle class,Good,Male,12,Black
28,2014,Hard work,Lower class,Fair,Male,16,White
45,2014,Hard work,Working class,Good,Male,16,White
40,2014,Both equally,Middle class,Fair,Male,10,Black
,2014,Hard work,Lower class,Fair,Male,8,White
32,2014,Hard work,Working class,Good,Female,12,White
,2014,Luck or help,Working class,Excellent,Male,16,White
40,2014,Hard work,Working class,Good,Male,16,Black
,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Working class,Good,Female,12,White
,2014,Both equally,Working class,Good,Female,15,Hispanic
,2014,Luck or help,Lower class,Poor,Male,14,White
,2014,Hard work,Middle class,Good,Female,13,White
,2014,Hard work,Lower class,Poor,Female,8,White
40,2014,Hard work,Working class,Excellent,Male,12,White
40,2014,Both equally,Working class,Good,Female,14,Black
,2014,Hard work,Working class,Good,Male,20,White
40,2014,Hard work,Middle class,Good,Male,20,Hispanic
50,2014,Luck or help,Middle class,Excellent,Male,13,White
40,2014,Both equally,Middle class,Excellent,Female,14,Black
45,2014,Both equally,Middle class,Excellent,Female,16,White
40,2014,Hard work,Working class,Excellent,Female,13,White
40,2014,Hard work,Working class,Good,Male,13,White
,2014,Hard work,Lower class,Good,Female,9,Other
50,2014,Hard work,Working class,Good,Female,14,Black
45,2014,Hard work,Working class,Good,Male,14,Black
,2014,Hard work,Middle class,Good,Female,8,White
,2014,Hard work,Working class,Good,Female,12,Other
40,2014,Hard work,Working class,Excellent,Female,12,White
,2014,Hard work,Lower class,Fair,Female,8,White
30,2014,Both equally,Lower class,Good,Female,12,White
40,2014,Hard work,Working class,Fair,Female,12,White
40,2014,Hard work,Working class,Good,Female,12,Other
,2014,Luck or help,Upper class,Fair,Male,16,White
35,2014,Hard work,Working class,Good,Female,11,Other
40,2014,Both equally,Middle class,Good,Female,12,Other
83,2014,Both equally,Working class,Good,Female,15,Other
,2014,Hard work,Middle class,Excellent,Female,12,White
,2014,Hard work,Working class,Good,Female,12,White
40,2014,Both equally,Middle class,Good,Male,14,White
70,2014,Hard work,Working class,Excellent,Male,12,White
8,2014,Hard work,Middle class,Excellent,Male,16,White
40,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Working class,Excellent,Male,12,White
,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Lower class,Excellent,Female,11,Other
,2014,Both equally,Middle class,Poor,Female,12,Hispanic
,2014,Both equally,Middle class,Poor,Female,16,White
28,2014,Hard work,Lower class,Good,Male,15,Other
45,2014,Hard work,Working class,Good,Female,17,White
,2014,Both equally,Working class,Excellent,Female,17,White
35,2014,Hard work,Working class,Fair,Female,12,White
40,2014,Hard work,Working class,Good,Female,12,White
,2014,Both equally,Working class,Excellent,Male,13,White
44,2014,Hard work,Working class,Good,Female,16,White
40,2014,Hard work,Middle class,Good,Female,12,White
40,2014,Hard work,Working class,Excellent,Female,16,White
8,2014,Hard work,Working class,Good,Female,17,White
,2014,Hard work,Middle class,Excellent,Male,14,White
55,2014,Luck or help,Working class,Fair,Male,12,White
30,2014,Hard work,Middle class,Excellent,Female,14,White
24,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Working class,Fair,Male,13,White
50,2014,Hard work,Middle class,Excellent,Male,18,White
40,2014,Hard work,Middle class,Good,Female,12,White
36,2014,Hard work,Middle class,Good,Male,16,White
,2014,Both equally,Middle class,Excellent,Female,12,White
,2014,Hard work,Working class,Excellent,Female,16,White
,2014,Hard work,Working class,Fair,Female,14,White
,2014,Hard work,Working class,Good,Male,13,White
40,2014,Luck or help,Middle class,Good,Male,16,White
25,2014,Hard work,Middle class,Excellent,Male,13,Hispanic
40,2014,Hard work,Middle class,Good,Male,14,White
15,2014,Both equally,Middle class,Good,Female,12,White
,2014,Hard work,Middle class,Poor,Female,9,White
34,2014,Hard work,Working class,Good,Female,11,White
40,2014,Hard work,Middle class,Excellent,Female,12,White
32,2014,Both equally,Working class,Excellent,Female,12,White
50,2014,Hard work,Middle class,Excellent,Male,16,White
,2014,Both equally,Working class,Good,Male,12,White
,2014,Both equally,,Fair,Female,12,White
,2014,Hard work,Middle class,Poor,Male,10,White
,2014,Hard work,Lower class,Good,Male,14,White
,2014,Hard work,Middle class,Poor,Female,9,White
35,2014,Hard work,Working class,Good,Female,19,White
,2014,Both equally,Working class,Good,Male,12,White
,2014,Hard work,Lower class,Poor,Female,9,White
24,2014,Hard work,Middle class,Good,Female,16,White
,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Middle class,Poor,Male,11,White
37,2014,Hard work,,Good,Male,0,Hispanic
65,2014,Both equally,Working class,Good,Female,10,Black
,2014,Hard work,Middle class,Fair,Female,11,Black
,2014,Both equally,Middle class,Good,Female,11,Other
,2014,Hard work,Lower class,Fair,Female,12,Black
35,2014,Hard work,Working class,Fair,Female,8,Black
80,2014,Hard work,Lower class,Excellent,Female,12,Black
