"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"1256",1256,1865,2,39,NA,8,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1257",1257,1865,1,40,31,16,"Middle class",4,"White","Smaller city","Protestant","West","Yes","College Degree",1
"1258",1258,1869,0,31,NA,15,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1259",1259,1869,0,28,NA,16,"Middle class",3,"White","Smaller city","Protestant","West","No","College Degree",NA
"1260",1260,1871,2,51,22,14,"Middle class",2,"White","Suburb","Protestant","West","Yes","Some College",0
"1261",1261,1874,0,45,NA,14,"Middle class",0,"White","Suburb","Catholic","West","No","Some College",NA
"1262",1262,1875,2,30,28,13,"Working class",1,"White","Suburb","Other","West","No","Some College",0
"1263",1263,1877,3,71,22,15,"Middle class",5,"White","Suburb","Protestant","West","Yes","Some College",0
"1264",1264,1878,1,44,30,20,"Middle class",4,"Other","Suburb","None","West","No","Grad/Prof Degree",1
"1265",1265,1880,0,19,NA,9,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1266",1266,1881,2,47,26,19,"Middle class",7,"White","Suburb","None","West","Yes","Grad/Prof Degree",0
"1267",1267,1882,3,86,24,12,"Middle class",0,"White","Suburb","Protestant","West","Yes","HS Diploma",0
"1268",1268,1883,0,25,NA,16,"Working class",1,"Other","Suburb","None","West","No","College Degree",NA
"1269",1269,1884,4,82,25,12,"Middle class",1,"White","Suburb","Catholic","West","No","HS Diploma",0
"1270",1270,1885,2,58,NA,9,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1271",1271,1886,2,49,39,18,"Middle class",1,"White","Suburb","Other","West","No","Grad/Prof Degree",1
"1272",1272,1889,1,34,NA,15,"Working class",5,"Black","Smaller city","Protestant","Southeast","No","Some College",NA
"1273",1273,1890,0,46,NA,16,"Middle class",4,"White","Smaller city","Protestant","West","Yes","College Degree",NA
"1274",1274,1892,0,24,NA,18,"Middle class",3,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",NA
"1275",1275,1894,2,58,18,20,"Middle class",7,"White","Smaller city","Protestant","West","Yes","Grad/Prof Degree",0
"1276",1276,1894,2,55,NA,15,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1277",1277,1897,3,64,19,14,"Working class",1,"White","Smaller city","Protestant","West","No","Some College",0
"1278",1278,1899,4,36,NA,13,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1279",1279,1902,2,48,30,18,"Middle class",5,"Hispanic","Smaller city","Protestant","West","Yes","Grad/Prof Degree",1
"1280",1280,1903,6,61,25,14,"Middle class",3,"White","Smaller city","Catholic","West","No","Some College",0
"1281",1281,1905,0,49,NA,20,"Middle class",2,"White","Smaller city","None","West","Yes","Grad/Prof Degree",NA
"1282",1282,1906,4,89,24,17,"Middle class",4,"White","Smaller city","Protestant","West","Yes","Grad/Prof Degree",0
"1283",1283,1906,2,40,NA,20,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1284",1284,1908,0,24,NA,16,"Middle class",1,"White","Smaller city","None","West","No","College Degree",NA
"1285",1285,1910,0,29,NA,16,"Middle class",0,"White","Smaller city","None","West","Yes","College Degree",NA
"1286",1286,1911,2,39,23,12,"Working class",1,"White","Smaller city","Protestant","West","No","HS Diploma",0
"1287",1287,1912,1,28,23,15,"Working class",5,"White","Smaller city","Catholic","West","Yes","Some College",0
"1288",1288,1919,1,45,NA,15,"Middle class",5,"White","Smaller city","None","Southeast","No","Some College",NA
"1289",1289,1921,2,67,18,13,"Working class",1,"White","Smaller city","Protestant","West","Yes","Some College",0
"1290",1290,1923,1,70,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1291",1291,1925,1,39,23,12,"Working class",5,"Hispanic","Smaller city","Other","West","Yes","HS Diploma",0
"1292",1292,1926,0,43,NA,18,"Lower class",1,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",NA
"1293",1293,1928,0,34,NA,12,"Working class",0,"White","Smaller city","None","West","No","HS Diploma",NA
"1294",1294,1929,0,20,NA,12,"Working class",1,"Hispanic","Smaller city","Other","West","No","HS Diploma",NA
"1295",1295,1930,2,41,27,16,"Middle class",4,"White","Smaller city","Other","West","No","College Degree",0
"1296",1296,1932,0,34,NA,20,"Working class",3,"White","Smaller city","None","West","No","Grad/Prof Degree",NA
"1297",1297,1933,2,76,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1298",1298,1934,2,46,31,13,"Middle class",1,"Black","Smaller city","Protestant","West","Yes","Some College",1
"1299",1299,1936,2,26,24,13,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"1300",1300,1937,2,75,20,18,"Middle class",2,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",0
"1301",1301,1940,3,31,19,12,"Middle class",1,"Hispanic","Smaller city","Protestant","West","No","HS Diploma",0
"1302",1302,1942,2,59,NA,12,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1303",1303,1945,1,21,17,12,"Middle class",1,"Hispanic","Smaller city","Catholic","West","Yes","HS Diploma",0
"1304",1304,1946,3,36,NA,10,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1305",1305,1949,4,66,21,13,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"1306",1306,1949,2,48,NA,8,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1307",1307,1954,0,23,NA,15,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1308",1308,1955,4,85,21,10,"Middle class",1,"White","Smaller city","Catholic","West","No","Less Than HS",0
"1309",1309,1956,2,51,25,14,"Middle class",3,"White","Smaller city","Protestant","West","No","Some College",0
"1310",1310,1957,0,21,NA,13,"Lower class",0,"Hispanic","Smaller city","Protestant","West","Yes","Some College",NA
"1311",1311,1958,1,76,20,14,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"1312",1312,1960,8,70,16,11,"Working class",0,"White","Smaller city","Protestant","West","Yes","Less Than HS",0
"1313",1313,1961,0,36,NA,12,"Middle class",2,"White","Smaller city","Protestant","West","No","HS Diploma",NA
"1314",1314,1965,2,83,28,13,"Working class",3,"White","Smaller city","Protestant","West","Yes","Some College",0
"1315",1315,1965,4,80,NA,8,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1316",1316,1967,1,34,26,13,"Working class",2,"Other","Smaller city","Catholic","West","Yes","Some College",0
"1317",1317,1968,8,63,NA,13,"Middle class",5,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1318",1318,1969,1,43,34,16,"Working class",2,"Other","Smaller city","Protestant","West","No","College Degree",1
"1319",1319,1970,1,24,16,11,"Lower class",2,"Other","Smaller city","Protestant","West","Yes","Less Than HS",0
"1320",1320,1972,0,40,NA,14,"Working class",1,"Other","Smaller city","Protestant","West","Yes","Some College",NA
"1321",1321,1973,2,33,27,13,"Working class",0,"Hispanic","Smaller city","Catholic","West","Yes","Some College",0
"1322",1322,1973,2,37,NA,13,"Working class",0,"Other","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1323",1323,1975,4,76,19,10,"Working class",0,"Other","Smaller city","Eastern","West","Yes","Less Than HS",0
"1324",1324,1976,4,75,22,12,"Middle class",3,"Other","Smaller city","Catholic","West","Yes","HS Diploma",0
"1325",1325,1977,2,39,NA,13,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1326",1326,1978,0,45,NA,18,"Middle class",7,"White","Smaller city","None","West","Yes","Grad/Prof Degree",NA
"1327",1327,1979,2,51,28,16,"Middle class",0,"Other","Smaller city","Eastern","West","Yes","College Degree",0
"1328",1328,1981,0,42,NA,20,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1329",1329,1982,6,40,26,14,"Working class",3,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
"1330",1330,1986,3,54,27,12,"Middle class",0,"White","Smaller city","Other","Northeast","No","HS Diploma",0
"1331",1331,1988,6,80,32,7,"Middle class",0,"White","Smaller city","Catholic","Northeast","No","Less Than HS",1
"1332",1332,1989,2,40,34,12,"Middle class",1,"White","Smaller city","Eastern","Northeast","Yes","HS Diploma",1
"1333",1333,1990,3,60,25,12,"Working class",3,"White","Smaller city","Protestant","Northeast","No","HS Diploma",0
"1334",1334,1991,3,83,27,16,"Middle class",1,"White","Smaller city","Protestant","Northeast","Yes","College Degree",0
"1335",1335,1996,1,26,NA,12,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1336",1336,1997,2,44,36,16,"Middle class",2,"White","Smaller city","Catholic","Northeast","No","College Degree",1
"1337",1337,1998,3,43,24,13,"Middle class",0,"White","Smaller city","Catholic","Northeast","No","Some College",0
"1338",1338,1999,0,69,NA,18,"Middle class",1,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",NA
"1339",1339,2001,3,50,NA,16,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
"1340",1340,2001,3,26,19,12,"Working class",0,"White","Rural","None","Northeast","Yes","HS Diploma",0
"1341",1341,2004,0,34,NA,18,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1342",1342,2004,0,23,NA,11,"Working class",0,"White","Rural","None","Northeast","No","Less Than HS",NA
"1343",1343,2008,2,26,21,12,"Lower class",0,"White","Rural","Protestant","Northeast","No","HS Diploma",0
"1344",1344,2008,0,40,NA,14,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",NA
"1345",1345,2009,2,56,NA,12,"Working class",5,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1346",1346,2012,2,42,26,17,"Working class",1,"White","Rural","Catholic","Northeast","Yes","Grad/Prof Degree",0
"1347",1347,2015,0,89,NA,12,"Middle class",1,"White","Rural","Protestant","Northeast","Yes","HS Diploma",NA
"1348",1348,2019,2,29,NA,16,"Middle class",4,"White","Suburb","Catholic","Southeast","Yes","College Degree",NA
"1349",1349,2020,3,65,18,15,"Working class",5,"White","Rural","Protestant","Northeast","Yes","Some College",0
"1350",1350,2020,2,44,NA,12,"Working class",1,"White","Suburb","None","Southeast","No","HS Diploma",NA
"1351",1351,2021,1,47,26,19,"Middle class",2,"White","Rural","Eastern","Northeast","Yes","Grad/Prof Degree",0
"1352",1352,2023,1,39,NA,16,"Middle class",4,"White","Smaller city","Catholic","Southeast","Yes","College Degree",NA
"1353",1353,2024,0,66,NA,18,"Middle class",6,"White","Rural","Protestant","Northeast","Yes","Grad/Prof Degree",NA
"1354",1354,2025,4,58,27,20,"Middle class",7,"White","Smaller city","Protestant","Northeast","No","Grad/Prof Degree",0
"1355",1355,2028,3,63,18,12,"Middle class",2,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",0
"1356",1356,2028,1,85,NA,8,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1357",1357,2029,0,40,NA,12,"Working class",2,"White","Smaller city","Catholic","Northeast","No","HS Diploma",NA
"1358",1358,2031,0,46,NA,12,"Middle class",3,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
"1359",1359,2032,2,54,19,12,"Middle class",2,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",0
"1360",1360,2033,2,47,32,16,"Middle class",3,"White","Smaller city","Catholic","Midwest","No","College Degree",1
"1361",1361,2036,3,32,20,13,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
"1362",1362,2036,1,27,NA,12,"Working class",1,"Other","Suburb","Catholic","Southeast","No","HS Diploma",NA
"1363",1363,2037,0,28,NA,18,"Middle class",2,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
"1364",1364,2038,4,68,NA,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
"1365",1365,2042,0,50,NA,14,"Middle class",0,"White","Smaller city","Catholic","Midwest","No","Some College",NA
"1366",1366,2045,0,26,NA,16,"Middle class",1,"White","Smaller city","Protestant","Midwest","No","College Degree",NA
"1367",1367,2046,0,25,NA,15,"Working class",2,"Black","Smaller city","Protestant","Midwest","Yes","Some College",NA
"1368",1368,2046,0,28,NA,14,"Working class",0,"Black","Suburb","Protestant","Southeast","No","Some College",NA
"1369",1369,2047,0,26,NA,13,"Working class",1,"White","Smaller city","Protestant","Midwest","Yes","Some College",NA
"1370",1370,2050,0,23,NA,16,"Middle class",2,"White","Smaller city","Protestant","Midwest","Yes","College Degree",NA
"1371",1371,2051,2,75,22,12,"Working class",4,"White","Smaller city","Protestant","Midwest","No","HS Diploma",0
"1372",1372,2052,2,74,NA,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1373",1373,2052,0,33,NA,20,"Middle class",0,"White","Smaller city","None","Midwest","No","Grad/Prof Degree",NA
"1374",1374,2056,0,27,NA,14,"Middle class",1,"Black","Smaller city","Catholic","Midwest","Yes","Some College",NA
"1375",1375,2057,2,26,18,13,"Working class",0,"White","Smaller city","None","Midwest","Yes","Some College",0
"1376",1376,2058,0,26,NA,15,"Working class",0,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"1377",1377,2058,2,23,NA,11,"Working class",1,"White","Smaller city","Catholic","Southeast","No","Less Than HS",NA
"1378",1378,2061,3,47,24,14,"Middle class",5,"White","Smaller city","None","Midwest","No","Some College",0
"1379",1379,2063,2,48,19,10,"Middle class",1,"White","Smaller city","None","Midwest","No","Less Than HS",0
"1380",1380,2066,2,65,23,20,"Middle class",6,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",0
"1381",1381,2069,2,40,23,14,"Middle class",3,"White","Smaller city","Other","Midwest","Yes","Some College",0
"1382",1382,2072,2,54,25,12,"Middle class",0,"White","Smaller city","None","Midwest","No","HS Diploma",0
"1383",1383,2073,1,59,NA,12,"Middle class",0,"White","Smaller city","Catholic","West","Yes","HS Diploma",NA
"1384",1384,2080,2,68,47,15,"Working class",0,"White","Smaller city","Protestant","West","No","Some College",1
"1385",1385,2081,4,65,NA,12,"Middle class",3,"White","Smaller city","Protestant","West","No","HS Diploma",NA
"1386",1386,2083,4,52,18,6,"Working class",0,"Hispanic","Smaller city","None","West","No","Less Than HS",0
"1387",1387,2083,2,33,NA,12,"Working class",0,"White","Smaller city","None","West","No","HS Diploma",NA
"1388",1388,2084,0,42,NA,11,"Middle class",1,"White","Smaller city","Protestant","West","Yes","Less Than HS",NA
"1389",1389,2087,4,43,26,14,"Working class",5,"White","Smaller city","Catholic","West","No","Some College",0
"1390",1390,2088,1,28,NA,12,"Working class",0,"White","Smaller city","Catholic","West","Yes","HS Diploma",NA
"1391",1391,2088,3,55,22,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
"1392",1392,2089,0,19,NA,14,"Working class",4,"White","Smaller city","None","West","No","Some College",NA
"1393",1393,2090,0,34,NA,14,"Working class",2,"Black","Smaller city","Protestant","West","No","Some College",NA
"1394",1394,2090,1,27,24,16,"Middle class",1,"White","Smaller city","Other","West","Yes","College Degree",0
"1395",1395,2095,3,45,24,14,"Working class",2,"White","Smaller city","Catholic","West","No","Some College",0
"1396",1396,2096,2,74,NA,11,"Middle class",4,"White","Smaller city","Jewish","West","No","Less Than HS",NA
"1397",1397,2096,1,41,31,14,"Middle class",4,"White","Smaller city","Other","West","Yes","Some College",1
"1398",1398,2100,2,59,NA,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",NA
"1399",1399,2101,4,46,23,15,"Working class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"1400",1400,2102,3,49,25,12,"Working class",0,"White","Smaller city","None","West","No","HS Diploma",0
"1401",1401,2104,0,30,NA,13,"Working class",1,"White","Smaller city","Other","West","No","Some College",NA
"1402",1402,2104,2,32,27,16,"Working class",4,"White","Smaller city","Protestant","West","Yes","College Degree",0
"1403",1403,2105,3,46,30,12,"Middle class",4,"White","Smaller city","Protestant","West","No","HS Diploma",1
"1404",1404,2106,0,35,NA,16,"Middle class",3,"White","Smaller city","Other","West","Yes","College Degree",NA
"1405",1405,2111,1,56,NA,8,"Working class",1,"White","Suburb","Protestant","West","No","Less Than HS",NA
"1406",1406,2111,2,63,20,12,"Middle class",5,"White","Rural","Protestant","Midwest","Yes","HS Diploma",0
"1407",1407,2114,3,29,18,13,"Working class",3,"White","Rural","Protestant","Midwest","Yes","Some College",0
"1408",1408,2115,2,33,20,12,"Working class",2,"White","Rural","Protestant","Midwest","Yes","HS Diploma",0
